FLY,Fly Leasing Limited,n/a,http://www.nasdaq.com/symbol/fly,http://www.nasdaq.com/symbol/fly/press-releases,http://ichart.finance.yahoo.com/table.csv?s=FLY&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=8&amp;b=28&amp;c=2007&amp;ignore=.csv
CKH,SEACOR Holding,n/a,Marine Transportation,http://www.nasdaq.com/symbol/ckh/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CKH&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=11&amp;b=17&amp;c=1992&amp;ignore=.csv
IILG,Interval Leisure Grou,n/a,Real Estate,http://www.nasdaq.com/symbol/iilg/press-releases,http://ichart.finance.yahoo.com/table.csv?s=IILG&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=12&amp;c=2008&amp;ignore=.csv
MATR,Mattersight Corporation,Consumer Services,http://www.nasdaq.com/symbol/matr,http://www.nasdaq.com/symbol/matr/press-releases,http://ichart.finance.yahoo.com/table.csv?s=MATR&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=10&amp;c=2000&amp;ignore=.csv
PLL,Pall Corporation,Capital Goods,http://www.nasdaq.com/symbol/pll,http://www.nasdaq.com/symbol/pll/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PLL&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=21&amp;c=1991&amp;ignore=.csv
WTW,Weight Watchers International Inc,Consumer Services,http://www.nasdaq.com/symbol/wtw,http://www.nasdaq.com/symbol/wtw/press-releases,http://ichart.finance.yahoo.com/table.csv?s=WTW&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=19&amp;c=2001&amp;ignore=.csv
LOCM,Local.com Corporation,Miscellaneous,http://www.nasdaq.com/symbol/locm,http://www.nasdaq.com/symbol/locm/press-releases,http://ichart.finance.yahoo.com/table.csv?s=LOCM&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=9&amp;b=20&amp;c=2004&amp;ignore=.csv
CSOD,Cornerstone OnDeman,n/a,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CSOD&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=17&amp;c=2011&amp;ignore=.csv
SB,Safe Bulker,2008,Marine Transportation,http://www.nasdaq.com/symbol/sb/press-releases,http://ichart.finance.yahoo.com/table.csv?s=SB&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=4&amp;b=30&amp;c=2008&amp;ignore=.csv
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,http://www.nasdaq.com/symbol/ifeu,http://www.nasdaq.com/symbol/ifeu/press-releases,http://ichart.finance.yahoo.com/table.csv?s=IFEU&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=11&amp;b=27&amp;c=2007&amp;ignore=.csv
DRAD,Digirad Corporation,Health Care,http://www.nasdaq.com/symbol/drad,http://www.nasdaq.com/symbol/drad/press-releases,http://ichart.finance.yahoo.com/table.csv?s=DRAD&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=5&amp;b=10&amp;c=2004&amp;ignore=.csv
ORCL,Oracle Corporation,Technology,http://www.nasdaq.com/symbol/orcl,http://www.nasdaq.com/symbol/orcl/press-releases,http://ichart.finance.yahoo.com/table.csv?s=ORCL&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=2&amp;c=1988&amp;ignore=.csv
CLS,Celestic,1998,Electrical Products,http://www.nasdaq.com/symbol/cls/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CLS&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=5&amp;b=30&amp;c=1998&amp;ignore=.csv
HCOM,Hawaiian Telcom Holdc,1997,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom/press-releases,http://ichart.finance.yahoo.com/table.csv?s=HCOM&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=26&amp;c=2011&amp;ignore=.csv
KIRK,Kirkland&#39;,2002,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=KIRK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=6&amp;b=30&amp;c=2002&amp;ignore=.csv
MATW,Matthews International Corporation,Capital Goods,http://www.nasdaq.com/symbol/matw,http://www.nasdaq.com/symbol/matw/press-releases,http://ichart.finance.yahoo.com/table.csv?s=MATW&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=10&amp;c=1994&amp;ignore=.csv
BMTC,Bryn Mawr Bank Corporation,Finance,http://www.nasdaq.com/symbol/bmtc,http://www.nasdaq.com/symbol/bmtc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=BMTC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=8&amp;c=1985&amp;ignore=.csv
PBR,Petroleo Brasileiro S.A.- Petrobras,Energy,http://www.nasdaq.com/symbol/pbr,http://www.nasdaq.com/symbol/pbr/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PBR&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=10&amp;c=2000&amp;ignore=.csv
COST,Costco Wholesale Corporation,Consumer Services,http://www.nasdaq.com/symbol/cost,http://www.nasdaq.com/symbol/cost/press-releases,http://ichart.finance.yahoo.com/table.csv?s=COST&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=6&amp;b=9&amp;c=1986&amp;ignore=.csv
WWAY,Westway Grou,n/a,Packaged Foods,http://www.nasdaq.com/symbol/wway/press-releases,http://ichart.finance.yahoo.com/table.csv?s=WWAY&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=5&amp;b=18&amp;c=2007&amp;ignore=.csv
PKK,Merrill Lynch Deposito,n/a,Finance: Consumer Services,http://www.nasdaq.com/symbol/pkk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PKK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=7&amp;c=2002&amp;ignore=.csv
OVRL,Overland Storag,1997,Electronic Components,http://www.nasdaq.com/symbol/ovrl/press-releases,http://ichart.finance.yahoo.com/table.csv?s=OVRL&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=21&amp;c=1997&amp;ignore=.csv
WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,n/a,http://www.nasdaq.com/symbol/wiw,http://www.nasdaq.com/symbol/wiw/press-releases,http://ichart.finance.yahoo.com/table.csv?s=WIW&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=2&amp;c=2004&amp;ignore=.csv
IQI,Invesco Quality Municipal Income Trust,Consumer Services,http://www.nasdaq.com/symbol/iqi,http://www.nasdaq.com/symbol/iqi/press-releases,http://ichart.finance.yahoo.com/table.csv?s=IQI&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=18&amp;c=1995&amp;ignore=.csv
AKRX,Akor,n/a,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx/press-releases,http://ichart.finance.yahoo.com/table.csv?s=AKRX&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=5&amp;c=2002&amp;ignore=.csv
HTLF,Heartland Financial US,n/a,Major Banks,http://www.nasdaq.com/symbol/htlf/press-releases,http://ichart.finance.yahoo.com/table.csv?s=HTLF&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=7&amp;c=2000&amp;ignore=.csv
CBSH,Commerce Bancshare,n/a,Major Banks,http://www.nasdaq.com/symbol/cbsh/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CBSH&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=8&amp;b=7&amp;c=1984&amp;ignore=.csv
FMD,First Marblehead Corporation (The),Finance,http://www.nasdaq.com/symbol/fmd,http://www.nasdaq.com/symbol/fmd/press-releases,http://ichart.finance.yahoo.com/table.csv?s=FMD&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=9&amp;b=31&amp;c=2003&amp;ignore=.csv
CLX,Clorox Company (The),Consumer Durables,http://www.nasdaq.com/symbol/clx,http://www.nasdaq.com/symbol/clx/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CLX&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=21&amp;c=1983&amp;ignore=.csv
TISA,Top Image System,1996,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa/press-releases,http://ichart.finance.yahoo.com/table.csv?s=TISA&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=25&amp;c=1996&amp;ignore=.csv
PYB,PPlus Trust,Finance,http://www.nasdaq.com/symbol/pyb,http://www.nasdaq.com/symbol/pyb/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PYB&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=16&amp;c=2004&amp;ignore=.csv
SNH,Senior Housing Properties Trust,Consumer Services,http://www.nasdaq.com/symbol/snh,http://www.nasdaq.com/symbol/snh/press-releases,http://ichart.finance.yahoo.com/table.csv?s=SNH&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=23&amp;c=2000&amp;ignore=.csv
MDVN,Medivatio,n/a,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn/press-releases,http://ichart.finance.yahoo.com/table.csv?s=MDVN&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=13&amp;c=1997&amp;ignore=.csv
NETC,NET Servicos de Comunicacao S.A.,Consumer Services,http://www.nasdaq.com/symbol/netc,http://www.nasdaq.com/symbol/netc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=NETC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=1&amp;c=1996&amp;ignore=.csv
NOVB,North Valley Bancorp,Finance,http://www.nasdaq.com/symbol/novb,http://www.nasdaq.com/symbol/novb/press-releases,http://ichart.finance.yahoo.com/table.csv?s=NOVB&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=4&amp;b=30&amp;c=1996&amp;ignore=.csv
EMCF,Emclaire Financial Corp,Finance,http://www.nasdaq.com/symbol/emcf,http://www.nasdaq.com/symbol/emcf/press-releases,http://ichart.finance.yahoo.com/table.csv?s=EMCF&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=8&amp;c=2000&amp;ignore=.csv
OSK,Oshkosh Truck Corporation,Capital Goods,http://www.nasdaq.com/symbol/osk,http://www.nasdaq.com/symbol/osk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=OSK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=26&amp;c=1990&amp;ignore=.csv
WIFI,Boingo Wireles,n/a,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi/press-releases,http://ichart.finance.yahoo.com/table.csv?s=WIFI&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=4&amp;b=4&amp;c=2011&amp;ignore=.csv
EFSC,Enterprise Financial Services Corporation,Finance,http://www.nasdaq.com/symbol/efsc,http://www.nasdaq.com/symbol/efsc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=EFSC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=6&amp;b=16&amp;c=2003&amp;ignore=.csv
ADSK,Autodes,n/a,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=ADSK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=6&amp;b=1&amp;c=1985&amp;ignore=.csv
NFLX,Netfli,2002,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx/press-releases,http://ichart.finance.yahoo.com/table.csv?s=NFLX&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=4&amp;b=29&amp;c=2002&amp;ignore=.csv
PX,Praxai,n/a,Major Chemicals,http://www.nasdaq.com/symbol/px/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PX&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=5&amp;b=17&amp;c=1992&amp;ignore=.csv
NICE,NICE-Systems Limited,Technology,http://www.nasdaq.com/symbol/nice,http://www.nasdaq.com/symbol/nice/press-releases,http://ichart.finance.yahoo.com/table.csv?s=NICE&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=25&amp;c=1996&amp;ignore=.csv
FLC,Flaherty & Crumrine/Claymore Total Return Fund Inc,n/a,http://www.nasdaq.com/symbol/flc,http://www.nasdaq.com/symbol/flc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=FLC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=9&amp;b=9&amp;c=2003&amp;ignore=.csv
ES,EnergySolutions Inc,Basic Industries,http://www.nasdaq.com/symbol/es,http://www.nasdaq.com/symbol/es/press-releases,http://ichart.finance.yahoo.com/table.csv?s=ES&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=29&amp;c=2007&amp;ignore=.csv
DM,Dolan Company (The),Miscellaneous,http://www.nasdaq.com/symbol/dm,http://www.nasdaq.com/symbol/dm/press-releases,http://ichart.finance.yahoo.com/table.csv?s=DM&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=2&amp;c=2007&amp;ignore=.csv
EFUT,eFuture Information Technology Inc.,Technology,http://www.nasdaq.com/symbol/efut,http://www.nasdaq.com/symbol/efut/press-releases,http://ichart.finance.yahoo.com/table.csv?s=EFUT&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=9&amp;c=2006&amp;ignore=.csv
RMD,ResMed Inc.,Health Care,http://www.nasdaq.com/symbol/rmd,http://www.nasdaq.com/symbol/rmd/press-releases,http://ichart.finance.yahoo.com/table.csv?s=RMD&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=5&amp;b=2&amp;c=1995&amp;ignore=.csv
BGG,Briggs & Stratton Corporation,Energy,http://www.nasdaq.com/symbol/bgg,http://www.nasdaq.com/symbol/bgg/press-releases,http://ichart.finance.yahoo.com/table.csv?s=BGG&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=8&amp;b=7&amp;c=1984&amp;ignore=.csv
LSE,Caplease Funding Inc,Consumer Services,http://www.nasdaq.com/symbol/lse,http://www.nasdaq.com/symbol/lse/press-releases,http://ichart.finance.yahoo.com/table.csv?s=LSE&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=19&amp;c=2004&amp;ignore=.csv
FEFN,iShares MSCI Far East Financials Sector Index Fund,n/a,http://www.nasdaq.com/symbol/fefn,http://www.nasdaq.com/symbol/fefn/press-releases,http://ichart.finance.yahoo.com/table.csv?s=FEFN&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=25&amp;c=2010&amp;ignore=.csv
PTNR,Partner Communications Company Ltd.,Public Utilities,http://www.nasdaq.com/symbol/ptnr,http://www.nasdaq.com/symbol/ptnr/press-releases,http://ichart.finance.yahoo.com/table.csv?s=PTNR&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=9&amp;b=27&amp;c=1999&amp;ignore=.csv
OABC,OmniAmerican Bancor,2010,Savings Institutions,http://www.nasdaq.com/symbol/oabc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=OABC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=21&amp;c=2010&amp;ignore=.csv
AZO,AutoZon,1991,Other Specialty Stores,http://www.nasdaq.com/symbol/azo/press-releases,http://ichart.finance.yahoo.com/table.csv?s=AZO&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=3&amp;b=2&amp;c=1991&amp;ignore=.csv
AYI,Acuity Brands Inc,Consumer Durables,http://www.nasdaq.com/symbol/ayi,http://www.nasdaq.com/symbol/ayi/press-releases,http://ichart.finance.yahoo.com/table.csv?s=AYI&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=11&amp;b=4&amp;c=2001&amp;ignore=.csv
LEA,Lear Corporation,Capital Goods,http://www.nasdaq.com/symbol/lea,http://www.nasdaq.com/symbol/lea/press-releases,http://ichart.finance.yahoo.com/table.csv?s=LEA&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=9&amp;c=2009&amp;ignore=.csv
FAC,Liberte Investors Inc.,Finance,http://www.nasdaq.com/symbol/fac,http://www.nasdaq.com/symbol/fac/press-releases,http://ichart.finance.yahoo.com/table.csv?s=FAC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=15&amp;c=1985&amp;ignore=.csv
CERE,Cere,n/a,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cere/press-releases,http://ichart.finance.yahoo.com/table.csv?s=CERE&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=22&amp;c=2012&amp;ignore=.csv
ORBC,ORBCOMM Inc.,Consumer Services,http://www.nasdaq.com/symbol/orbc,http://www.nasdaq.com/symbol/orbc/press-releases,http://ichart.finance.yahoo.com/table.csv?s=ORBC&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=6&amp;c=2006&amp;ignore=.csv
RXN,Rexnord Corporation,n/a,http://www.nasdaq.com/symbol/rxn,http://www.nasdaq.com/symbol/rxn/press-releases,http://ichart.finance.yahoo.com/table.csv?s=RXN&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=2&amp;b=29&amp;c=2012&amp;ignore=.csv
HCBK,Hudson City Bancor,n/a,Banks,http://www.nasdaq.com/symbol/hcbk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=HCBK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=6&amp;b=13&amp;c=1999&amp;ignore=.csv
SIRI,Sirius XM Radio Inc.,Consumer Services,http://www.nasdaq.com/symbol/siri,http://www.nasdaq.com/symbol/siri/press-releases,http://ichart.finance.yahoo.com/table.csv?s=SIRI&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=8&amp;b=13&amp;c=1994&amp;ignore=.csv
BSE,Blackrock New York Municipal Income Quality Trust,n/a,http://www.nasdaq.com/symbol/bse,http://www.nasdaq.com/symbol/bse/press-releases,http://ichart.finance.yahoo.com/table.csv?s=BSE&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=9&amp;b=30&amp;c=2002&amp;ignore=.csv
LOAN,Manhattan Bridge Capita,1997,Finance Companies,http://www.nasdaq.com/symbol/loan/press-releases,http://ichart.finance.yahoo.com/table.csv?s=LOAN&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=4&amp;b=13&amp;c=1999&amp;ignore=.csv
BBNK,Bridge Capital Holdings,Finance,http://www.nasdaq.com/symbol/bbnk,http://www.nasdaq.com/symbol/bbnk/press-releases,http://ichart.finance.yahoo.com/table.csv?s=BBNK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=28&amp;c=2003&amp;ignore=.csv
AYN,Alliance New York Municipal Income Fund Inc,n/a,http://www.nasdaq.com/symbol/ayn,http://www.nasdaq.com/symbol/ayn/press-releases,http://ichart.finance.yahoo.com/table.csv?s=AYN&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=0&amp;b=30&amp;c=2002&amp;ignore=.csv
LFL,Lan Chile S.A.,Transportation,http://www.nasdaq.com/symbol/lfl,http://www.nasdaq.com/symbol/lfl/press-releases,http://ichart.finance.yahoo.com/table.csv?s=LFL&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=10&amp;b=7&amp;c=1997&amp;ignore=.csv
HVT,Haverty Furniture Companie,1986,Other Specialty Stores,http://www.nasdaq.com/symbol/hvt/press-releases,http://ichart.finance.yahoo.com/table.csv?s=HVT&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=1&amp;b=25&amp;c=1992&amp;ignore=.csv
SYMX,Synthesis Energy System,1991,Major Chemicals,http://www.nasdaq.com/symbol/symx/press-releases,http://ichart.finance.yahoo.com/table.csv?s=SYMX&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=7&amp;b=8&amp;c=2007&amp;ignore=.csv
RLH,Red Lion Hotels Corporation,Consumer Services,http://www.nasdaq.com/symbol/rlh,http://www.nasdaq.com/symbol/rlh/press-releases,http://ichart.finance.yahoo.com/table.csv?s=RLH&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=3&amp;b=3&amp;c=1998&amp;ignore=.csv
UTEK,Ultratec,1993,Industrial Machinery/Components,http://www.nasdaq.com/symbol/utek/press-releases,http://ichart.finance.yahoo.com/table.csv?s=UTEK&amp;d=#&amp;e=#&amp;f=#&amp;g=d&amp;a=8&amp;b=29&amp;c=1993&amp;ignore=.csv
